,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
15515,Flowdan,Banging Like a 45,32.0,0.623,0.551,-11.776,0,0.353,0.232,0.13,0.342,136.67,182165.0,4,5
15516,Lil Baby,All Of A Sudden,63.0,0.759,0.727,-5.617,1,0.111,0.000151,0.0588,0.376,139.995,169187.0,4,5
15526,LightSkinKeisha,FDH,50.0,0.928,0.682,-6.301,1,0.265,0.05,0.0872,0.769,140.094,168093.0,4,5
15533,AJ Tracey,Little More Love,72.0,0.719,0.762,-6.623,1,0.114,0.199,0.358,0.676,100.08,160000.0,4,5
15557,Lil Jon & The East Side Boyz,Lovers And Friends,66.0,0.675,0.501,-6.183,1,0.22,0.0541,0.429,0.532,139.861,260600.0,4,5
15567,KenTheMan,Might Not Like It,55.0,0.668,0.435,-9.839,1,0.479,0.257,0.123,0.609,174.142,157000.0,4,5
15616,A Tribe Called Quest,Scenario,60.0,0.795,0.6,-14.004,1,0.341,0.112,0.111,0.633,101.78,250133.0,4,5
15623,CeeFineAss,Payback,54.0,0.643,0.49,-11.009,1,0.417,0.00841,0.123,0.726,97.536,92682.0,4,5
15645,TheColorGrey,Out Of My Hands (feat. Oddisee),47.0,0.553,0.611,-8.233,0,0.266,0.31,0.0745,0.631,79.803,216453.0,4,5
15654,Doe Boy,Tweakin (feat. Future),51.0,0.839,0.497,-6.088,0,0.311,0.0966,0.094,0.427,76.029,183144.0,4,5
15668,Rejjie Snow,Cookie Chips,58.0,0.458,0.635,-7.697,1,0.275,0.45,0.114,0.555,91.926,259907.0,4,5
15681,Sampa the Great,Final Form,53.0,0.69,0.889,-6.689,0,0.166,0.00876,0.302,0.761,96.02,216778.0,4,5
15689,Action Bronson,Mongolia [Feat. Hologram & Meyhem Lauren],46.0,0.563,0.809,-5.678,1,0.326,0.452,0.214,0.691,80.524,172040.0,4,5
15707,Polo G,RAPSTAR,96.0,0.789,0.536,-6.862,1,0.242,0.41,0.129,0.437,81.039,165926.0,4,5
15759,Ollie,Shot Me Down,53.0,0.779,0.335,-11.08,0,0.254,0.742,0.0932,0.51,62.482,200838.0,4,5
15766,Digga D,Toxic,66.0,0.647,0.62,-8.37,1,0.442,0.217,0.121,0.276,140.221,190286.0,4,5
15773,Kanye West,POWER,78.0,0.542,0.914,-4.747,0,0.113,0.0161,0.744,0.576,153.993,292093.0,4,5
15775,Kash Doll,Bossa Nova (feat. Tee Grizzley),56.0,0.908,0.696,-5.18,1,0.264,0.0213,0.0747,0.287,102.032,156842.0,4,5
15784,Tru Carr,Beat It Up,57.0,0.726,0.611,-5.541,1,0.338,0.0317,0.286,0.684,154.067,202987.0,4,5
15798,ssgkobe,Angels,53.0,0.584,0.561,-8.742,0,0.333,0.0121,0.136,0.579,74.106,116728.0,4,5
15802,DJ Scream,"Hood Rich Anthem (feat. 2 Chainz, Future, Waka Flocka Flame, Yo Gotti & Gucci Mane)",32.0,0.73,0.829,-4.11,1,0.191,0.137,0.37,0.54,135.914,192533.0,4,5
15806,Saba,Ziplock,63.0,0.878,0.441,-8.864,0,0.0778,0.103,0.102,0.374,115.051,198960.0,4,5
15812,Melvoni,MILLION DOLLAR PEASANT,51.0,0.849,0.417,-8.479,1,0.105,0.11,0.113,0.16,126.05,136992.0,4,5
15817,Kali,Do A Bitch,67.0,0.614,0.41,-11.034,0,0.422,0.0865,0.159,0.31,104.482,164702.0,4,5
15832,Fantastic Negrito,Searching For Captain Save A Hoe,38.0,0.724,0.56,-7.429,0,0.0375,0.085,0.153,0.373,74.984,225551.0,4,5
15847,Dot Cromwell,Hold U,33.0,0.837,0.737,-3.336,1,0.275,0.277,0.322,0.578,133.048,162075.0,4,5
15852,P Money,Is Someone There?,33.0,0.674,0.846,-9.552,1,0.367,0.613,0.577,0.577,138.066,229091.0,4,5
15878,Demrick,Another Day,10.0,0.578,0.896,-5.562,1,0.406,0.00276,0.221,0.362,185.64,136704.0,4,5
15905,Dizzee Rascal,"Fix Up, Look Sharp",52.0,0.934,0.826,-4.34,1,0.268,0.0241,0.0934,0.301,104.741,224960.0,4,5
15914,NUMI,לא במקרה,8.0,0.863,0.446,-12.644,1,0.281,0.486,0.0931,0.243,117.919,201356.0,4,5
15916,Vice Beats,That Love - Radio Version,40.0,0.846,0.725,-6.803,0,0.0934,0.361,0.0752,0.814,95.011,234947.0,4,5
15918,Projexx,Sidepiece,52.0,0.623,0.463,-7.737,0,0.112,0.499,0.22,0.103,99.693,186000.0,4,5
15952,Spoonie Gee,Monster Jam,25.0,0.874,0.876,-8.3,0,0.153,0.377,0.194,0.851,106.68,527760.0,4,5
15975,Nas,Halftime,60.0,0.766,0.793,-6.638,0,0.165,0.0294,0.173,0.647,91.925,260800.0,4,5
16001,Baby Keem,no sense,68.0,0.783,0.485,-11.262,0,0.521,0.419,0.182,0.858,179.948,170766.0,4,5
16020,Megan Thee Stallion,What’s New,76.0,0.934,0.873,-4.707,1,0.309,0.00488,0.0832,0.721,139.997,155090.0,4,5
16027,DMX,How's It Goin' Down,60.0,0.912,0.596,-9.959,1,0.451,0.482,0.107,0.816,90.463,282907.0,4,5
16043,Filthy Gears,Scrub,20.0,0.578,0.459,-9.412,1,0.033,0.000157,0.11,0.0834,140.014,279431.0,4,5
16060,Offica,Obito,55.0,0.797,0.631,-10.34,1,0.421,0.164,0.0973,0.765,143.095,214825.0,4,5
16070,D Smoke,Dreams,40.0,0.772,0.449,-10.324,1,0.366,0.457,0.343,0.561,94.736,213438.0,4,5
16076,blackwave.,Bittersweet Baby,57.0,0.69,0.665,-6.963,0,0.0746,0.597,0.606,0.423,88.018,199373.0,4,5
16080,Tuna,בסיבוב,49.0,0.633,0.81,-6.819,0,0.0486,0.0997,0.12,0.665,94.009,313253.0,4,5
16087,Soulico,Pitom Banu (feat. Axum),13.0,0.852,0.659,-5.548,1,0.19,0.00425,0.1,0.193,105.016,204200.0,4,5
16089,Dominique,Soulja Life Mentality,27.0,0.854,0.474,-8.849,0,0.315,0.0576,0.117,0.522,85.034,158118.0,4,5
16145,Godfather of Harlem,"Been To War (feat. Swizz Beatz, DMX & French Montana)",55.0,0.735,0.917,-5.524,0,0.212,0.0293,0.138,0.483,91.993,187826.0,4,5
16151,Kevin Powers,roddy,55.0,0.877,0.389,-8.186,0,0.182,0.0913,0.1,0.15,89.95,112371.0,4,5
16152,Kanye West,Two Words,55.0,0.442,0.807,-4.753,1,0.265,0.0158,0.217,0.446,84.649,266213.0,4,5
16163,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),71.0,0.523,0.609,-7.802,1,0.191,0.059,0.14,0.374,154.051,139041.0,4,5
16172,Ravid Plotnik,סמוראי,44.0,0.612,0.478,-10.728,1,0.0763,0.0778,0.889,0.174,60.021,365387.0,4,5
16207,Lil Durk,Backdoor,59.0,0.665,0.549,-7.597,0,0.311,0.107,0.27,0.229,82.069,200000.0,4,5
16221,Gang Starr,Manifest,34.0,0.849,0.803,-6.775,1,0.275,0.0502,0.24,0.738,90.873,290813.0,4,5
16253,Blay Vision,99 Pace,8.0,0.55,0.879,-5.623,0,0.286,0.0296,0.375,0.1,140.686,137826.0,4,5
16262,Run–D.M.C.,Beats to the Rhyme,38.0,0.78,0.828,-4.737,0,0.31,0.00384,0.204,0.538,103.176,160840.0,4,5
16267,Lackhoney,Pocketwatcher,34.0,0.871,0.451,-7.939,1,0.362,0.0408,0.0797,0.766,94.959,171789.0,4,5
16275,Da Brat,Funkdafied,57.0,0.802,0.461,-12.367,0,0.302,0.0757,0.109,0.74,90.995,185933.0,4,5
16287,The Heavytrackerz,Put the Word Out,32.0,0.759,0.71,-5.242,1,0.111,0.259,0.456,0.5,120.993,230000.0,4,5
16291,Narissa,Transactions,52.0,0.918,0.363,-8.937,1,0.506,0.293,0.0797,0.61,107.962,152184.0,4,5
16297,Afrikan Boy,LITW,8.0,0.606,0.496,-10.92,1,0.0848,0.793,0.107,0.71,91.266,318232.0,4,5
16316,Flatpocket,One from the Tap,45.0,0.613,0.491,-10.315,1,0.142,0.871,0.116,0.225,81.327,92053.0,4,5
16318,Teddy Neguse,ת.ז,27.0,0.88,0.596,-6.465,1,0.0998,0.232,0.116,0.389,144.918,149295.0,4,5
16329,Nuski2Squad,Live On (Thuggin Days) - Remix,50.0,0.552,0.698,-4.973,0,0.249,0.172,0.313,0.266,68.478,221002.0,3,5
16330,Run–D.M.C.,King of Rock,47.0,0.825,0.857,-3.389,0,0.0448,0.00907,0.0461,0.791,98.204,314147.0,4,5
16338,Big Zuu,Variation,44.0,0.67,0.649,-8.382,1,0.303,0.02,0.111,0.203,105.251,208500.0,3,5
16358,Lil Poppa,Mask On,52.0,0.758,0.631,-6.645,0,0.43,0.13,0.164,0.25,139.925,164752.0,4,5
16395,Hadag Nahash,עוד יהיה טוב,24.0,0.719,0.906,-5.56,0,0.0797,0.0587,0.291,0.55,108.998,211178.0,4,5
16401,Ravid Plotnik,איזבל (נצ'י נצ'),34.0,0.448,0.748,-8.301,0,0.213,0.0356,0.127,0.599,99.804,187800.0,4,5
16410,Hadag Nahash,מספרים,28.0,0.713,0.704,-8.54,0,0.0515,0.202,0.279,0.771,122.007,265693.0,4,5
16411,2 Chainz,Quarantine Thick,55.0,0.934,0.65,-6.065,0,0.0698,0.13,0.0902,0.649,135.869,190378.0,4,5
16457,Deno,Medicine (feat. Unknown T),55.0,0.835,0.676,-5.453,1,0.138,0.0948,0.0586,0.566,141.994,179150.0,4,5
16460,Gucci Mane,Shit Crazy (feat. BIG30),73.0,0.913,0.573,-9.05,1,0.379,0.0202,0.236,0.626,145.011,162802.0,4,5
16461,The Streets,Blinded by the Lights,56.0,0.599,0.701,-5.718,0,0.568,0.315,0.102,0.669,133.046,284600.0,4,5
16473,RØNIN,ALL GIRLS ARE THE SAME,79.0,0.785,0.343,-10.923,0,0.0862,0.593,0.103,0.468,118.065,121949.0,4,5
16478,Kano,P's and Q's,53.0,0.468,0.779,-6.625,0,0.382,0.085,0.553,0.735,84.458,248107.0,5,5
16497,City Girls,Jobs,62.0,0.885,0.592,-6.06,0,0.303,0.00094,0.081,0.672,159.996,121386.0,4,5
16505,Salt-N-Pepa,Push It,68.0,0.913,0.596,-12.477,0,0.0707,0.00658,0.078,0.973,127.215,272133.0,4,5
16515,Missy Elliott,Sock It 2 Me (feat. Da Brat),53.0,0.874,0.498,-9.108,1,0.233,0.00791,0.102,0.599,81.997,257467.0,4,5
16518,Grandmaster Flash,White Lines (Don't Do It),51.0,0.844,0.522,-13.277,1,0.0874,0.0846,0.0729,0.771,115.267,269667.0,4,5
16527,Crawly,You Got What You Came For,45.0,0.7,0.373,-10.277,1,0.03,0.174,0.179,0.329,107.082,179439.0,4,5
16528,YoungBoy Never Broke Again,Toxic Punk,69.0,0.633,0.534,-8.605,1,0.229,0.0524,0.189,0.29,155.111,123871.0,4,5
16540,Queen Latifah,Ladies First,42.0,0.846,0.795,-9.984,1,0.28,0.0572,0.307,0.874,107.319,238693.0,4,5
16542,Vory,This Side ft. Landstrip Chip,49.0,0.622,0.509,-8.489,0,0.0983,0.382,0.122,0.0788,91.9,211738.0,4,5
16553,Tuna,אורות גבוהים,34.0,0.721,0.702,-7.848,0,0.149,0.00861,0.248,0.611,140.079,236670.0,4,5
16576,Phora,Destiny's Song,56.0,0.642,0.4,-10.529,0,0.407,0.792,0.381,0.357,54.718,161067.0,4,5
16625,Hadag Nahash,שיר נחמה,38.0,0.694,0.897,-4.046,1,0.0591,0.0145,0.256,0.929,152.075,240693.0,4,5
16635,Naughty By Nature,Hip Hop Hooray,66.0,0.862,0.642,-13.652,0,0.101,0.102,0.272,0.765,99.201,267267.0,4,5
16637,Lakeyah,Perfect,54.0,0.874,0.591,-5.12,0,0.126,0.138,0.166,0.736,138.018,141512.0,4,5
16668,De La Soul,Pain,55.0,0.908,0.417,-8.244,0,0.255,0.0452,0.0895,0.81,104.504,279754.0,4,5
16674,Don Cotti,Bun War - Instrumental Version,11.0,0.556,0.847,-6.361,0,0.0939,0.0503,0.326,0.663,139.942,207305.0,4,5
16675,Benny The Butcher,Overall (feat. Chinx),55.0,0.454,0.772,-7.181,1,0.342,0.319,0.361,0.64,172.31,205640.0,4,5
16678,Vibe Ish,כל היום,34.0,0.609,0.786,-6.777,0,0.264,0.462,0.109,0.544,92.795,192568.0,4,5
16695,Lil Gotit,Burnt N Turnt,64.0,0.943,0.537,-6.855,0,0.256,0.342,0.19,0.59,122.008,184918.0,4,5
16732,Young Stoner Life,Came and Saw (feat. Rowdy Rebel),72.0,0.771,0.817,-6.791,1,0.214,0.306,0.155,0.554,123.952,174413.0,4,5
16734,Plan B,Charmaine,34.0,0.779,0.601,-4.748,0,0.341,0.412,0.155,0.793,95.269,226133.0,4,5
16739,Cypress Hill,How I Could Just Kill a Man,63.0,0.769,0.675,-13.326,1,0.0724,0.000722,0.0904,0.803,101.884,252240.0,4,5
16746,Latto,Muwop (feat. Gucci Mane),63.0,0.79,0.61,-6.958,0,0.102,0.0613,0.243,0.62,145.88,200135.0,4,5
16749,18veno,Blocc Life,32.0,0.844,0.542,-7.451,1,0.341,0.0401,0.103,0.797,144.923,117264.0,4,5
16756,Erica Banks,Throw Dat,45.0,0.97,0.241,-19.112,0,0.44,0.0246,0.153,0.614,127.056,156029.0,4,5
16775,iamjakehill,dying lately,61.0,0.711,0.497,-10.128,1,0.0382,0.328,0.341,0.861,140.018,221147.0,4,5
16791,J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),82.0,0.583,0.625,-8.011,1,0.277,0.506,0.196,0.516,89.812,266291.0,4,5
16794,Kryple,No Caption,30.0,0.861,0.597,-8.667,1,0.285,0.139,0.084,0.742,104.976,156038.0,4,5
16799,Phife Dawg,Nutshell Pt. 2 (feat. Busta Rhymes and Redman),48.0,0.847,0.741,-6.609,1,0.38,0.0861,0.147,0.818,94.232,221656.0,4,5
16813,A92,Spin Dat,15.0,0.899,0.49,-8.563,1,0.51,0.115,0.0954,0.592,141.959,218239.0,4,5
16822,Will Smith,Gettin' Jiggy Wit It,71.0,0.881,0.874,-4.505,1,0.139,0.0175,0.154,0.858,107.891,227933.0,4,5
16838,Young Bleed,How Ya Do Dat,53.0,0.788,0.451,-9.313,1,0.318,0.118,0.134,0.302,89.97,271067.0,4,5
16842,Camp Lo,Luchini AKA This Is It,33.0,0.579,0.93,-6.589,1,0.309,0.0403,0.335,0.837,81.05,228520.0,4,5
16857,Sally Sossa,Right My Wrongs (with Toosii),50.0,0.565,0.641,-5.566,0,0.354,0.0572,0.117,0.535,108.232,164319.0,5,5
16859,Tom The Mail Man,Forever,54.0,0.705,0.563,-8.387,0,0.27,0.132,0.107,0.578,132.985,187669.0,4,5
16870,Flatbush Zombies,Afterlife,60.0,0.736,0.535,-8.564,1,0.0924,0.31,0.107,0.376,110.014,194747.0,4,5
16874,Outkast,Player's Ball,60.0,0.857,0.764,-6.304,1,0.246,0.0398,0.425,0.578,93.071,261267.0,4,5
16881,DDG,Hood Melody (feat. Youngboy Never Broke Again),68.0,0.89,0.509,-10.331,1,0.318,0.35,0.111,0.652,122.011,208544.0,4,5
16891,Outkast,Roses,72.0,0.751,0.708,-5.653,1,0.0545,0.0482,0.107,0.509,108.97,369573.0,4,5
16899,Slim Flock,The Feds Watching,32.0,0.536,0.628,-9.24,1,0.209,0.00944,0.177,0.188,113.194,180500.0,5,5
16902,Emma-Jean Thackray,Open - Remix (feat. Blu),41.0,0.431,0.683,-6.873,1,0.0908,0.386,0.556,0.724,78.391,182757.0,3,5
16927,Money Man,24 (feat. Lil Baby),75.0,0.868,0.638,-7.746,1,0.0736,0.146,0.0931,0.459,126.03,182857.0,4,5
16954,Das EFX,They Want EFX,2.0,0.886,0.534,-10.407,0,0.302,0.0848,0.0848,0.611,98.856,221093.0,4,5
16962,Yungeen Ace,Opp Boyz,59.0,0.762,0.592,-6.016,1,0.173,0.453,0.123,0.583,100.012,142617.0,4,5
16965,Tee Grizzley,Life Insurance (feat. Lil Tjay),62.0,0.752,0.745,-6.365,0,0.229,0.24,0.118,0.735,156.024,233905.0,4,5
16970,Dizzee Rascal,Only One King,35.0,0.641,0.718,-4.919,1,0.0532,0.0157,0.306,0.0594,142.985,141442.0,4,5
16986,MASN,Hate Me!,69.0,0.683,0.628,-6.512,1,0.123,0.659,0.106,0.356,142.06,154757.0,4,5
16991,Lost Boyz,Me And My Crazy World,50.0,0.769,0.539,-9.108,1,0.0781,0.00258,0.0739,0.573,92.172,311827.0,4,5
17018,Cypress Hill,Insane in the Brain,73.0,0.897,0.612,-10.489,1,0.211,0.0297,0.0894,0.767,102.305,208267.0,4,5
17021,girlfriends,Congratulations (feat. Jasiah),53.0,0.57,0.891,-3.6,0,0.128,0.00478,0.0248,0.831,169.979,114809.0,4,5
17022,Khia,Ka$H Only,27.0,0.955,0.848,-5.018,0,0.102,0.000611,0.237,0.3,102.005,239971.0,4,5
17049,Pop Smoke,Aim For The Moon (feat. Quavo),69.0,0.713,0.605,-7.487,1,0.107,0.497,0.115,0.432,142.025,175756.0,4,5
17070,Van Buren Records,Outro,28.0,0.539,0.792,-6.967,1,0.308,0.423,0.227,0.496,81.573,324403.0,4,5
17077,Jackboy,Protecting My Energy,26.0,0.871,0.454,-9.532,0,0.11,0.144,0.0916,0.393,97.012,157557.0,4,5
17116,Terror Danjah,Wavy,15.0,0.817,0.399,-9.067,0,0.102,0.13,0.156,0.561,139.939,193108.0,4,5
17128,Buckshot LeFonque,Music Evolution,51.0,0.841,0.535,-12.194,0,0.365,0.0811,0.112,0.686,93.434,299067.0,4,5
17134,Ravid Plotnik,יום חדש (נצ'י נצ'),47.0,0.633,0.59,-5.626,1,0.304,0.0363,0.16,0.32,85.015,208653.0,4,5
17156,ArrDee,6am in Brighton,68.0,0.743,0.56,-9.989,0,0.261,0.175,0.286,0.634,142.038,194366.0,4,5
17159,Lil Peep,hellboy,70.0,0.598,0.683,-6.588,0,0.054,0.0152,0.319,0.122,135.982,177160.0,5,5
17201,Yung Raja,Mami,50.0,0.915,0.641,-8.739,0,0.188,0.00941,0.111,0.77,139.97,178286.0,4,5
17206,Tkay Maidza,Syrup,47.0,0.854,0.498,-9.105,1,0.266,0.0442,0.0758,0.275,106.011,145964.0,4,5
17236,Noname,Rainforest,62.0,0.531,0.546,-10.936,0,0.372,0.26,0.379,0.7,92.06,162437.0,4,5
17249,Nardo Wick,Knock Knock,50.0,0.734,0.447,-7.08,1,0.308,0.000219,0.108,0.061,172.075,145372.0,4,5
17261,Nati Hassid,קצת את,27.0,0.865,0.69,-7.369,1,0.0621,0.564,0.0891,0.843,109.995,168545.0,4,5
17272,Tuna,על הרכבת,37.0,0.579,0.669,-8.448,0,0.0451,0.394,0.187,0.485,97.051,287813.0,4,5
17292,D-Block Europe,Birds Are Chirping,60.0,0.748,0.47,-9.929,1,0.15,0.207,0.138,0.167,134.962,215500.0,4,5
17301,Jammz,Warrior - Instrumental,13.0,0.831,0.38,-10.588,0,0.378,0.000541,0.166,0.323,143.053,167919.0,4,5
17317,ECHO,קארמה,37.0,0.658,0.655,-8.802,0,0.255,0.114,0.108,0.765,110.107,181091.0,4,5
17323,BEAM,SOMEBODY (feat. Vory) - from the Crimson Soundtrack,55.0,0.804,0.463,-6.808,1,0.0443,0.0271,0.0705,0.354,143.989,172727.0,4,5
17325,AM,Squeeze It Off,48.0,0.84,0.671,-6.676,1,0.255,0.267,0.179,0.619,143.104,204755.0,3,5
17344,RMR,Vibes (feat. Tyla Yaweh),14.0,0.709,0.587,-6.156,1,0.133,0.414,0.0998,0.613,81.975,163970.0,4,5
17351,ZillaKami,BADASS (with Lil Uzi Vert),66.0,0.674,0.838,-4.808,1,0.49,0.055,0.227,0.747,155.014,186218.0,4,5
17362,Meek Mill,Ima Boss (feat. Rick Ross),67.0,0.37,0.87,-2.09,1,0.271,0.0415,0.604,0.331,79.092,250240.0,4,5
17415,SL,Versus,64.0,0.554,0.702,-8.093,0,0.407,0.236,0.323,0.82,98.312,174302.0,5,5
17448,Calboy,Miseducation (feat. Lil Wayne),62.0,0.684,0.67,-5.919,0,0.405,0.226,0.12,0.298,90.122,187000.0,4,5
17465,City Girls,"Pussy Talk (feat. Quavo, Lil Wayne, & Jack Harlow) [Remix]",57.0,0.949,0.617,-4.961,1,0.185,0.00213,0.178,0.32,99.029,199299.0,4,5
17514,The Roots,You Got Me,66.0,0.729,0.442,-8.106,0,0.285,0.151,0.189,0.757,81.029,259307.0,4,5
17516,Kalan.FrFr,Look At Me,57.0,0.766,0.385,-14.029,1,0.392,0.249,0.119,0.375,100.022,179344.0,4,5
17556,Stunna Gambino,Top Opp Vulture,53.0,0.668,0.6,-7.469,0,0.255,0.57,0.101,0.206,81.002,133184.0,4,5
17574,Hadag Nahash,לא מה שיפיל אותי,21.0,0.595,0.727,-7.179,1,0.0759,0.186,0.0945,0.328,150.107,298357.0,4,5
17577,Run The Jewels,yankee and the brave,55.0,0.595,0.878,-5.63,0,0.423,0.172,0.303,0.746,82.007,146573.0,4,5
17589,Statik Selektah,"Play Around (feat. Conway the Machine, 2 Chainz, Killer Mike, & Allan Kingdom)",33.0,0.756,0.876,-5.477,0,0.199,0.0955,0.0951,0.647,87.919,210000.0,4,5
17593,Charmaine,WOO!,53.0,0.953,0.614,-7.328,1,0.0752,0.00717,0.0762,0.188,105.019,168427.0,4,5
17614,Wale,Good Vibes (Za),61.0,0.734,0.635,-5.431,0,0.203,0.19,0.103,0.878,90.001,172030.0,4,5
17617,Iggy Azalea,Sip It,68.0,0.948,0.627,-6.11,1,0.106,0.00936,0.0743,0.417,129.995,195784.0,4,5
17657,Tay Money,PBJ,53.0,0.919,0.485,-5.062,1,0.241,0.0871,0.0742,0.33,89.976,134667.0,4,5
17659,3Breezy,Message To Her,60.0,0.582,0.636,-5.851,1,0.118,0.566,0.106,0.272,114.603,154032.0,3,5
17663,Tuna,אין בינינו חלל,38.0,0.718,0.578,-7.502,1,0.0431,0.19,0.43,0.275,131.004,217921.0,4,5
17687,Swifta Beater,Food Move,16.0,0.583,0.549,-9.115,1,0.0353,0.00617,0.143,0.341,104.869,171480.0,3,5
17699,Lil Tjay,Calling My Phone,89.0,0.907,0.393,-7.636,0,0.0539,0.451,0.135,0.202,104.949,205458.0,4,5
17710,IVOXYGEN,23,53.0,0.483,0.142,-13.264,1,0.0456,0.87,0.111,0.0379,98.043,156774.0,4,5
17711,Derek Pope,Water World,49.0,0.714,0.671,-5.445,0,0.0281,0.0158,0.0927,0.415,138.011,190723.0,4,5
17722,Darq E Freaker,Butterscotch,14.0,0.555,0.983,-1.597,0,0.0738,0.0558,0.123,0.411,144.053,256766.0,4,5
17725,Roll Deep,When I'm 'Ere,42.0,0.554,0.922,-3.304,0,0.269,0.394,0.155,0.678,137.105,184840.0,4,5
17734,Teddy Neguse,זה בדם שלי,44.0,0.601,0.773,-5.923,1,0.213,0.122,0.0555,0.675,94.418,169413.0,3,5
17739,EARTHGANG,Powered Up,44.0,0.672,0.949,-4.126,1,0.0635,0.000775,0.101,0.537,154.032,179640.0,4,5
17776,G-Eazy,Provide (feat. Chris Brown & Mark Morrison),75.0,0.652,0.803,-4.116,0,0.238,0.0165,0.307,0.661,95.025,186350.0,4,5
17780,Eminem,Guilty Conscience,64.0,0.66,0.789,-5.143,1,0.364,0.0527,0.341,0.513,182.218,199333.0,4,5
17791,Bas,Smoke From Fire (with The Hics),48.0,0.704,0.542,-10.523,1,0.0818,0.174,0.112,0.521,148.046,186434.0,4,5
17798,Lil Durk,Watch Yo Homie,58.0,0.72,0.459,-10.786,0,0.252,0.125,0.15,0.314,95.521,151023.0,4,5
17800,Jayy Grams,Mr. Miyagi,26.0,0.573,0.86,-8.367,1,0.377,0.282,0.075,0.743,82.972,185009.0,4,5
17820,Pop Smoke,Mood Swings (feat. Lil Tjay),84.0,0.48,0.602,-6.335,0,0.368,0.487,0.0848,0.269,179.798,213333.0,4,5
17836,Elaquent,Guidelines,41.0,0.715,0.464,-8.48,0,0.232,0.33,0.133,0.419,79.948,247092.0,4,5
17882,guardin,all i can see,54.0,0.514,0.834,-5.023,1,0.0376,0.0063,0.214,0.275,160.023,187548.0,4,5
17889,Young T & Bugsey,New Shape,62.0,0.754,0.578,-6.1,0,0.0674,0.0867,0.341,0.36,141.005,221277.0,4,5
17901,Noname,Self,55.0,0.809,0.541,-6.525,1,0.252,0.855,0.142,0.811,92.132,94933.0,4,5
17909,Axum,מה עם הכסף ?,20.0,0.913,0.718,-5.679,0,0.209,0.166,0.329,0.94,145.974,176453.0,4,5
17915,Ravid Plotnik,אלעד,42.0,0.633,0.5,-10.359,0,0.051,0.151,0.71,0.881,145.708,204400.0,4,5
17929,Remy Ma,Feels So Good,48.0,0.582,0.783,-3.424,0,0.177,0.0867,0.0557,0.442,79.898,242160.0,4,5
17939,Gucci Mane,She Be Puttin On (Feat. Slim Dunkin),25.0,0.753,0.711,-10.162,1,0.366,0.0856,0.0409,0.77,139.995,259918.0,4,5
17944,JayDaYoungan,Spot Em,52.0,0.653,0.628,-8.446,0,0.382,0.212,0.0945,0.809,164.861,170917.0,4,5
17950,Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),53.0,0.664,0.634,-6.348,1,0.0349,0.683,0.221,0.666,93.914,208467.0,4,5
17955,Tuna,קלאנג,34.0,0.748,0.582,-6.222,0,0.0595,0.0869,0.814,0.199,113.013,258743.0,4,5
17972,Kanye West,Touch The Sky,69.0,0.552,0.846,-4.912,1,0.342,0.0114,0.309,0.554,98.56,236600.0,1,5
17978,Lil Durk,Love You Too (feat. Kehlani),55.0,0.384,0.82,-3.928,0,0.201,0.397,0.114,0.441,90.712,178605.0,4,5
8,Professional Murder Music,Slow,29.0,0.431,0.776,-5.403,1,0.0527,2.21e-05,0.179,0.318,120.857,237867.0,4,8
28,Rainbow,Since You Been Gone,66.0,0.733,0.726,-6.514,1,0.0371,0.379,0.471,0.915,120.814,197160.0,4,8
32,Tetrarch,Negative Noise,49.0,0.384,0.974,-3.647,0,0.141,0.000153,0.226,0.155,194.842,247370.0,4,8
39,Kvelertak,Crack of Doom (feat. Troy Sanders),44.0,0.357,0.977,-6.489,0,0.124,1.6e-05,0.105,0.28,159.81,233929.0,4,8
77,Oceans,Shark Tooth,42.0,0.435,0.889,-6.462,0,0.0474,2.38e-05,0.87,0.344,93.896,198345.0,4,8
82,LeRoi Thirteen,Stand up and Shout (Cover),41.0,0.49,0.974,-4.295,1,0.115,0.000546,0.336,0.257,108.946,229617.0,4,8
106,Gone Is Gone,Breaks,28.0,0.407,0.932,-6.252,1,0.113,0.00363,0.229,0.173,102.954,235214.0,4,8
118,The Dark Element,Songs the Night Sings,47.0,0.449,0.854,-8.261,1,0.0431,4.62e-05,0.246,0.408,152.142,309827.0,4,8
